2,490,137.6,-16.2,211.1,466.8,0.513,24.3,4.1,97.4,0
2,495,137.5,20.3,223.2,499.2,0.547,55.1,28.4,97.4,0
2,500,137.5,28.4,231.4,499.2,0.551,53.5,12.2,97.4,0
2,505,137.5,0.0,215.1,487.1,0.532,40.0,16.2,97.4,0
2,510,137.4,0.0,215.1,478.9,0.525,31.0,8.1,97.4,0
2,515,137.4,-8.1,207.0,478.9,0.522,30.0,24.4,97.4,0
2,520,137.4,-4.1,235.4,503.3,0.556,52.8,0.0,97.4,0
2,525,137.4,24.4,243.5,487.1,0.545,35.4,28.4,97.4,0
2,530,137.4,24.4,263.8,491.1,0.558,38.3,24.4,97.4,0
2,535,137.3,-8.1,263.8,499.2,0.565,45.0,32.5,97.4,0
2,540,137.3,20.3,207.0,499.2,0.541,43.7,32.5,97.4,0
2,545,137.3,-52.8,154.2,495.2,0.521,38.4,4.1,97.4,0
2,550,137.3,-40.6,190.8,478.9,0.517,21.5,20.3,97.4,0
2,555,137.2,-40.6,215.1,483.0,0.530,24.8,4.1,97.4,0
2,560,137.2,-4.1,215.1,487.1,0.532,28.0,8.1,97.4,0
2,565,137.2,44.6,190.8,487.1,0.525,27.2,8.1,97.4,0
2,570,137.1,-32.5,223.2,495.2,0.544,34.2,8.1,97.4,0
2,575,137.1,-32.5,215.1,511.4,0.556,48.9,24.4,105.5,0
2,580,137.1,-32.5,178.6,503.3,0.535,39.6,12.2,105.5,0
2,585,137.1,4.1,178.6,507.4,0.538,42.4,8.1,105.5,0
2,590,137.1,4.1,202.9,507.4,0.546,41.1,8.1,105.5,0
2,595,137.0,28.4,202.9,483.0,0.525,16.2,12.2,105.5,0
2,600,137.0,4.1,178.6,470.8,0.504,3.9,8.1,105.5,0
2,605,137.0,4.1,138.0,503.3,0.522,35.3,20.3,105.5,0
2,610,136.9,0.0,138.0,470.8,0.491,2.8,16.2,105.5,0
2,615,136.9,-24.4,207.0,470.8,0.515,2.7,16.2,105.5,0
2,620,136.9,-44.6,211.1,503.3,0.548,34.1,8.1,105.5,0
2,625,136.9,4.1,194.8,487.1,0.525,17.3,24.4,105.5,0
2,630,136.9,4.1,202.9,503.3,0.543,32.5,0.0,105.5,0
2,635,136.8,-8.1,202.9,503.3,0.543,31.6,4.1,105.5,0
2,640,136.8,-8.1,178.6,495.2,0.526,22.7,12.2,105.5,0
2,645,136.8,-20.3,190.8,511.4,0.546,37.8,28.4,105.5,0
2,650,136.8,-56.8,198.9,470.8,0.514,2.7,0.0,105.5,0
2,655,136.7,-56.8,198.9,507.4,0.548,32.8,4.1,105.5,0
2,660,136.7,4.1,178.6,507.4,0.538,31.8,36.5,105.5,0
2,665,136.7,-8.1,207.0,511.4,0.552,34.8,40.6,105.5,0
2,670,136.6,-8.1,190.8,499.2,0.535,22.0,4.1,105.5,0
2,675,136.6,-8.1,186.7,483.0,0.518,5.6,4.1,105.5,0
2,680,136.6,0.0,186.7,478.9,0.514,1.5,24.4,105.5,0
2,685,136.6,0.0,215.1,478.9,0.525,1.4,24.4,105.5,0
2,690,136.6,-28.4,174.5,470.8,0.503,6.5,24.4,105.5,0
2,695,136.5,0.0,158.3,499.2,0.524,21.2,12.2,105.5,0
2,700,136.5,0.0,166.4,491.1,0.519,12.7,20.3,105.5,0
2,705,136.5,12.2,166.4,491.1,0.519,12.4,16.2,105.5,0
2,710,136.4,-24.4,174.5,491.1,0.522,12.0,16.2,105.5,0
2,715,136.4,16.2,158.3,499.2,0.524,19.5,12.2,105.5,0
2,720,136.4,0.0,158.3,487.1,0.512,7.1,12.2,105.5,0
2,725,136.4,0.0,186.7,499.2,0.533,18.7,16.2,105.5,0
2,730,136.4,-24.4,186.7,507.4,0.541,26.0,28.4,105.5,0
2,735,136.3,-12.2,186.7,507.4,0.541,25.2,28.4,105.5,0
2,740,136.3,-8.1,158.3,491.1,0.516,8.7,20.3,105.5,0
2,745,136.3,0.0,178.6,499.2,0.530,16.3,0.0,105.5,0
2,750,136.3,0.0,166.4,487.1,0.515,4.0,4.1,105.5,0
2,755,136.2,-40.6,166.4,487.1,0.516,3.9,4.1,105.5,0
2,760,136.2,28.4,178.6,487.1,0.520,3.8,4.1,105.5,0
